CourseCode,CourseFullName
 BIOL 190 , Field Studies in Biology
 BIOL 193 , Microbiological Techniques
 BIOL 198 , Undergraduate Research
 BIOL 201 , Graduate Seminar in Biological Sciences
 BIOL 202 , Graduate Studies in Biology
 BIOL 202TA , Biotech Seminar: Biotech Products
 BIOL 202TB , Biotech Seminar: Drug Development Process
 BIOL 202TC , Biotech Seminar: Biotech Business I
 BIOL 202TD , Biotech Seminar: Biotech Business II
 BIOL 203 , Biology Teaching Forum
 BIOL 205 , Advanced Molecular Techniques
 BIOL 205T , Advanced Molecular Techniques for Biotechnology
 BIOL 215 , Seminar in Advanced Genetics
 BIOL 218 , Evolution
 BIOL 220 , Science Communication
 BIOL 221T , Advanced Bioinformatics for Biotechnology
 BIOL 227 , Advanced Physiology
 BIOL 227T , Principles of Pharmacology
 BIOL 229T , Biotechnology Instrumentation
 BIOL 230 , Comparative Animal Physiology
 BIOL 233 , Immunological Techniques
 BIOL 233T , Immunological Techniques for Biotechnology
 BIOL 242 , Advanced Paleontology
 BIOL 255E , Advanced Topics: Ecology and Evolution
 BIOL 255L , Advanced Biology Laboratory
 BIOL 255M , Advanced Topics:Molecular & Microbiology
 BIOL 255P , Seminar in Advanced Biology: Physiology
 BIOL 255T , Introduction to Stem Cell Techniques
 BIOL 256 , Advanced Experimental Design and Analysis
 BIOL 280 , Individual Studies
 BIOL 280T , Internship in the Biotechnology Industry
 BIOL 281T , Individual Studies in Biotechnology
 BIOL 282C , Biotechnology Company Management
 BIOL 283T , Topics in Biotech Regulatory Affairs
 BIOL 284 , Master’s Directed Reading
 BIOL 285 , Colloquium in Biological Sciences
 BIOL 285T , Colloquium in Biotechnology
 BIOL 291A , Introduction to Molecular Diagnostics I
 BIOL 291B , Introduction to Molecular Diagnostics II: Human Genetic Diseases and Detection
 BIOL 297 , Graduate Research
 BIOL 298 , MS Project Culminating Experience
 BIOL 298M , MA Culminating Experience
 BIOL 298T , Internship in the Biotechnology Industry
 BIOL 299 , Master’s Thesis
 BIOL 1290R , Culminating Experience Supervision
 BME 25 , Introduction to Biomedical Engineering Design
 BME 65 , Biomedical Applications of Statics
 BME 68 , Biomedical Applications of Metals and Ceramics
 BME 115 , Foundations of Biomedical Engineering
 BME 116 , Biosensors and Bioinstrumentation
 BME 117 , Biotransport Phenomena
 BME 130 , Numerical Methods in Biomedical Engineering
 BME 133 , Programming Applications in Biomedical Engineering
 BME 135 , Biomedical Engineering Design Methods
 BME 147 , Quantitative and Statistical Methods for Biomedical Engineers
 BME 165 , Applied Engineering Biomechanics
 BME 168 , Medical and Biological Polymers
 BME 174 , Biomedical Regulatory Requirements
 BME 177 , Physiology for Engineers
 BME 178 , Biomedical Product Realization
 BME 180 , Individual Studies
 BME 182 , Orthotics and Prosthetics
 BME 187 , Medical Device Quality Systems
 BME 188 , Biomedical Device Manufacturing
 BME 192 , International Program Studies
 BME 198A , Senior Design Project I
 BME 198B , Senior Design Project II
 BME 207 , Experimental Methods in BME
 BME 210 , Mathematical Methods in Biomedical Engineering
 BME 217 , Experimental and Computational Biofluid Mechanics
 BME 254 , Microscale Biomedical Systems: Physics and Applications
 BME 256 , Biomedical Applications of Nanoplatforms
 BME 258 , Medical Imaging for Engineers
 BME 272 , Biomedical Device Design and Principles
 BME 274 ," Regulatory, Clinical and Manufacturing Aspects of Medical Devices"
 BME 276 , Project Management in Biomedical Technologies
 BME 280 , Graduate Research Studies
 BME 288 , Tissue Engineering
 BME 291 , MS Thesis/Project Preparation Seminar
 BME 298 , MS Project
 BME 298I , Masters Project Internship
 BME 299 , MS Thesis
 BME 299I , Master’s Thesis Internship
 BME 1290R , Culminating Experience Supervision
 BOT 104 , Plant Taxonomy
 BOT 113 , Comparative Taxonomy
 BOT 114 , Functional Morphology
 BOT 143 , Biogeography
 BOT 160 , Ecology
 BOT 165 , Plant Communities of California
 BOT 180 , Individual Studies
 BOT 186 , Senior Thesis
 BOT 255 , Advanced Botany
 BOT 298 , Research
 BOT 299 , Master’s Thesis or Project
 BUS1 20 , Financial Accounting
 BUS1 20N , Survey of Accounting
 BUS1 21 , Managerial Accounting
 BUS1 92 , International Program Studies
 BUS1 120A , Accounting Information Systems
 BUS1 120B , Advanced AIS and IS Risk Assessment
 BUS1 120C , Network Environment and Accounting Controls
 BUS1 120D , Accounting Topics in IT Audit
 BUS1 120G , Programming and Systems Development in AIS
 BUS1 121A , Intermediate Accounting I
 BUS1 121B , Intermediate Accounting II
 BUS1 122A , Management Accounting and Control Systems
 BUS1 123A , Tax Factors of Business and Investment Decision
 BUS1 123C , Taxation of Individuals and Pass Through Entities
 BUS1 124 , Forensic Accounting
 BUS1 125 , Special Financial Reporting Topics
 BUS1 125A , Advanced Writing for Accounting
 BUS1 125B , Accounting Ethics
 BUS1 126 , Advanced Accounting
 BUS1 127A , Honors Practicum in Corporate Financial Management
 BUS1 127B , Advanced Honors Practicum
 BUS1 128 , Accounting for Nonprofit Organizations
 BUS1 129A , Financial Auditing
 BUS1 129B , Operational Auditing
 BUS1 170 , Fundamentals of Finance
 BUS1 171A , Financial Institutions and Markets
 BUS1 171B , Commercial Banking
 BUS1 172A , Investment Analysis
 BUS1 172B , Portfolio Management
 BUS1 172C , Futures and Options
 BUS1 172D , Student Managed Investment Fund
 BUS1 173A , Financial Management: Theory and Policy
 BUS1 173B , Problems in Financial Management
 BUS1 173C , Entrepreneurial Finance
 BUS1 175 , Real Estate Finance
 BUS1 177 , International Business Finance
 BUS1 179B , Selected Topics in Business Finance
 BUS1 180A , Indiv Study Acctg
 BUS1 180C , Indiv Study Finan
 BUS1 192 , International Program Studies
 BUS1 196B , Corporate Finance II
 BUS5 16 , Introduction to Leadership & Innovation
 BUS5 40 , Developing Your Entrepreneurial Potential
 BUS5 92 , International Program Studies
 BUS5 140 , Fundamentals of Operations Management
 BUS5 141 , Procurement and Supply Management
 BUS5 141B , Transportation & Logistics Management
 BUS5 142 , Total Quality Management
 BUS5 142B , Business Process Management
 BUS5 144 , Supply Chain Management
 BUS5 144B , Global Operations Analytics
 BUS5 145 , Global Operations Strategy
 BUS5 145B , Healthcare Operations Management
 BUS5 146 , Fundamentals of Project Management
 BUS5 147 , Service Operations Management
 BUS5 148 , Sustainable Operations Management
 BUS5 162 , International and Comparative Management
 BUS5 162A , International Business Strategy
 BUS5 163 , Management Issues in High Technology Companies
 BUS5 163A , Negotiating Globally
 BUS5 163B , Business and Innovation in Emerging Economies
 BUS5 164 , Doing Business Globally
 BUS5 164A , Doing Business in Japan
 BUS5 164B , Doing Business in India
 BUS5 164C , Doing Business in China
 BUS5 165A , Global Leadership
 BUS5 165B , Leadership & Innovation Practicum
 BUS5 167 , Managing Environmental Issues
 BUS5 169B , Honors Practicum in Organization and Management
 BUS5 180D , Individual Study
 BUS5 181 , Introduction to Entrepreneurship
 BUS5 182 , Business Plans for New Ventures
 BUS5 182A , Startup Founders & Funders
 BUS5 183 , Global Entrepreneurship
 BUS5 184A , Management of Innovation
 BUS5 185 , Family Business Dynamics
 BUS5 186H , Entrepreneurship Laboratory
 BUS5 186S , Current Issues in Entrepreneurship
 BUS5 186V , Venture Lab
 BUS5 187 , Global Dimensions of Business
 BUS5 192 , International Program Studies
 BUS5 194 , Business Organization and Management of Technology Enterprise
 BUS5 196E , Startup Founders and Funders
 BUS5 196F , Critical Thinking in Business
 BUS5 197 , Special Topics in International Business
 BUS 200L , Leadership Communication
 BUS 200W , Business Research and Communications
 BUS 201 , Business Communications
 BUS 202 , Managing in the Global Economy
 BUS 203 , International Experience for American Executives
 BUS 210 , Developing and Managing People
 BUS 220 , Financial and Managerial Accounting
 BUS 220A , Financial Statement Analysis for Accountants
 BUS 220B , Financial Reporting and Analysis I
 BUS 220C , Accounting Information Systems I
 BUS 220D , Financial Analysis and Markets
 BUS 220E , Financial Reporting and Analysis II
 BUS 220F , Management Accounting and Control Systems
 BUS 220G , Tax Factors of Business and Investment Decisions: Theory and Practice
 BUS 220H , Auditing: Concepts/Practice
 BUS 220I , Forensic Accounting
 BUS 220J , Business Communications & Ethics
 BUS 220K , Accounting Practicum
 BUS 220L , Legal and Ethical Environment of Accounting Practice
 BUS 220M , Accounting Ethics
 BUS 220N , Management of Organizations and Projects
 BUS 220P , Taxation of Individuals and Flow-Through Entities
 BUS 220R , Software Applications for Accounting
 BUS 220S , Financial Reporting and Analysis III
 BUS 220T , Accounting Information/Tax
 BUS 220U , IT Audit & Internal Controls
 BUS 220V , Special Topics in Accounting
 BUS 220X , Business Analysis and Valuation Using Financial Statements
 BUS 220Z , Data Analytics for Accounting
 BUS 223A , Tax Research and Decision Making
 BUS 223B , Taxation of Partnerships
 BUS 223F , Tax Accounting Methods/Periods
 BUS 223G , Taxation of Business Entities
 BUS 223H , Tax Policy Capstone
 BUS 224 , Financial Statement Analysis
 BUS 225A , Taxation of Estates and Trusts
 BUS 225B , Taxation of Corporate Reorganizations
 BUS 225C , International Tax - US Corporations with Foreign Activities
 BUS 225D , International Tax - Individuals and Foreign Corporations
 BUS 225E , Data Analytics and Security
 BUS 225F , State Taxation Fundamentals
 BUS 225G , Taxation of S Corporations
 BUS 225H , Taxation of Property Transactions
 BUS 225I ," Tax Practices, Penalties and Procedures"
 BUS 225K , Advanced Individual Taxes
 BUS 225L , Accounting for Income Taxes
 BUS 225P , Advanced International Tax - US Corporations
 BUS 225Q , Tax Practicum
 BUS 225S , Consolidated Returns
 BUS 225U , Fundamentals of Transfer Pricing
 BUS 225V , Tax Considerations for High Tech Companies
 BUS 225W , Introduction to International Taxation
 BUS 225X , International Taxation - US and Foreign Individuals
 BUS 225Y , Accounting Ethics
 BUS 225Z , Personal & Business Leadership Skills for Tax Professionals
 BUS 227A , Individual Tax Compliance
 BUS 227B , Ethics for Tax Practitioners
 BUS 227C , Tax Symposium
 BUS 227D , Employment Taxation and the Modern Workforce
 BUS 227E , Foundation for Understanding Taxation
 BUS 227F , Personal and Business Leadership Skills for Tax Practitioners
 BUS 230 , Marketing Management
 BUS 231 , Consumer and Market Behavior
 BUS 231C , High Tech Marketing
 BUS 233 , Business to Business Marketing
 BUS 234A , Social Media Marketing
 BUS 235A , Introduction to Business Analytics
 BUS 235B , Business Research
 BUS 235C , Data Mining for Business Analytics
 BUS 235D , Business Analytics Simulation
 BUS 237 , Sales Management
 BUS 238 , International Marketing
 BUS 240 , Electronic Commerce
 BUS 243 , Database Management
 BUS 247 , Big Data Management
 BUS 248 , Cyber Risk Management
 BUS 250 , Law and Ethics
 BUS 251 , Strategic Human Capital Performance Management
 BUS 252 , Managing Organizational Change
 BUS 253 , Negotiation and Conflict Management
 BUS 254 , Advanced Personnel Management
 BUS 255 , Diversity in the Workforce
 BUS 259 , Mg Legal Aspects of Tech & New Prod Dev
 BUS 260 , Managerial Decision Analysis
 BUS 262 , Leadership
 BUS 262A , Global Leadership and Innovation
 BUS 262B , Global Leadership Development
 BUS 263 , High Performance Management
 BUS 264 , Introduction to Technology Planning and Management
 BUS 265 , Silicon Valley Experience
 BUS 265P , Silicon Valley Experience for Professionals
 BUS 268 , Managing Across Cultures
 BUS 270 , Financial Management
 BUS 271 , Capital Markets
 BUS 272 , Current Topics in Finance
 BUS 273 , Business Valuation
 BUS 274 , Financial Analysis of Technology-Based Firms
 BUS 275 , Corporate Finance: Cases in High Tech Firms
 BUS 276 , New Venture Finance
 BUS 277 , Investment Analysis and Management
 BUS 278 , International Corporate Finance
 BUS 280 , Operations and Supply Chain Management
 BUS 280IS , Independent Study
 BUS 281 , Management of High Technology Organizations
 BUS 282 , Silicon Valley: The Business of Technology
 BUS 282A , Essentials of Management and Organizational Behavior
 BUS 282B , Essentials of Operations Management
 BUS 283 , Entrepreneurship
 BUS 284 , Managing Product Development
 BUS 284C , Managing Medical Product Development
 BUS 286 , Project Management
 BUS 290 , Strategic Thinking
 BUS 292 , International Program Studies
 BUS 294 , Management Simulation Competition
 BUS 297A , Special Topics in Business Administration
 BUS 297D , Special Topics in Business Administration
 BUS 298 , Master’s Project
 BUS 298C , Applied Business Experience Internship
 BUS 298I , Applied Business Experience Internship
 BUS 299 , Master’s Thesis
 HSPM 1 , Introduction to Hospitality Management
 HSPM 11 , Restaurant Management
 HSPM 12 , Cost Control in Hospitality
 HSPM 20 , Sanitation and Environmental Issues in the Hospitality Industry
 HSPM 22 , Catering and Beverage Management
 HSPM 65 , Professional Seminar in Hospitality Mgmt (To Be Inactivated after Fall 2022)
